Cocktail Name,Ingredients,Preparation,Glassware,Bartender,Location,Image_URL,Image_Path
Long Island Iced Tea,15 ml Vodka 15 ml Tequila 15 ml White rum 15 ml Gin 15 ml Cointreau 25 ml Lemon juice 30 ml Simple syrup Top with Cola,Add all ingredients into highball glass filled with ice. Stir gently.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-long-island-iced-tea-6695cdc10c463.webp,cocktail_images\long_island_iced_tea.jpg
Mai-Tai,30 ml Amber Jamaican Rum 30 ml Martinique Molasses Rhum* 15 ml Orange Curacao 15 ml Orgeat Syrup (Almond) 30 ml Fresh Squeezed Lime Juice 7.5 ml Simple Syrup,Add all ingredients into a shaker with ice. Shake and pour into a double rocks glass or an highball glass. * The Martinique molasses rum used by Trader Vic was not an Agricole Rhum but a type of “rummy” from molasses.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mai-tai-6695cdc169ea3.webp,cocktail_images\mai_tai.jpg
Margarita,50 ml Tequila 100% Agave 20 ml Triple Sec 15 ml Freshly Squeezed Lime Juice,Add all ingredients into a shaker with ice. Shake and strain into a chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-margarita-6695cdd7505e0.webp,cocktail_images\margarita.jpg
Mimosa,75 ml Freshly Squeezed  Orange Juice 75 ml Prosecco,Pour orange juice into flute glass and gently pour the sparkling wine. Stir gently. NOTE: Also known as Buck’s Fizz.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mimosa-6695cdc4463c9.webp,cocktail_images\mimosa.jpg
Mint Julep,60 ml Bourbon Whiskey 4 fresh Mint sprigs 1 tsp Powdered Sugar 2 tsp Water,"In Julep Stainless Steel Cup gently muddle the mint with sugar and water. Fill the glass with cracked ice, add the Bourbon and stir well until the cup frosts.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mint-julep-6695cdc4aa398.webp,cocktail_images\mint_julep.jpg
Mojito,45 ml White Cuban Ron 20 ml  Fresh Lime Juice 6 pcs Mint Sprigs 2 tsp White Cane Sugar Soda Water,Mix mint springs with sugar and lime juice. Add splash of soda water and fill the glass with ice. Pour the rum and top with soda water. Light stir to involve all ingredients.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-mojito-6695cdc755626.webp,cocktail_images\mojito.jpg
Moscow Mule,45 ml Smirnoff Vodka 120 ml Ginger Beer 10 ml Fresh lime juice,"In an Mule Cup or rocks glass, combine the vodka and ginger beer. Add lime juice and gently stir to involve all ingredients.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-moscow-mule-6695cdc7d8cb2.webp,cocktail_images\moscow_mule.jpg
Pina Colada,50 ml White Rum 30 ml Coconut Cream 50 ml Fresh Pineapple Juice,"Blend all the ingredients with ice in a electric blender, pour into a large glass and serve with straws. Note: Historically a few drops of fresh lime juice was added to taste. 4 slices of fresh pineapple can be used instead of juice",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-pina-colada-6695cdcabbf00.webp,cocktail_images\pina_colada.jpg
Pisco Sour,60 ml Pisco 30 ml Fresh Lemon Juice 20 ml Simple Syrup 1 Raw whole Egg White,Add all ingredients into a shaker with ice. Shake and strain into a chilled goblet glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-pisco-sour-6695cdcaf1122.webp,cocktail_images\pisco_sour.jpg
Rabo de Galo,60 ml Cachaca 20 ml Sweet Vermouth Cinzano Rosso 15 ml Cynar 2 Drops Angostura (Optional),"Combine all the ingredients into a rocks glass, add ice and stir briefly.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-rabo-de-galo-6695cdcdb2df1.webp,cocktail_images\rabo_de_galo.jpg
Sea Breeze,40 ml Vodka 120 ml Cranberry Juice 30 ml Grapefruit Juice,Build all ingredients in a highball glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-sea-breeze-6695cdce015a8.webp,cocktail_images\sea_breeze.jpg
Sex on the Beach,40 ml Vodka 20 ml Peach Schnapps 40 ml Fresh Orange Juice 40 ml Cranberry Juice,Build all ingredients in a highball glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-sex-on-the-beach-6695cdd0aecf3.webp,cocktail_images\sex_on_the_beach.jpg
Singapore Sling,30 ml Gin 15 ml Cherry Sangue Morlacco 7.5 ml Cointreau 7.5 ml DOM Bénédictine 120 ml Fresh Pineapple Juice 15 ml Fresh Lime Juice 10 ml Grenadine Syrup A dash of Angostura bitters,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into Hurricane glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-singapore-sling-6695cdd136426.webp,cocktail_images\singapore_sling.jpg
Tequila Sunrise,45 ml Tequila 90 ml Fresh Orange Juice 15 ml Grenadine Syrup,"Pour tequila and orange juice directly into highball glass filled with ice cubes. Add the grenadine syrup to create chromatic effect (sunrise), do not stir.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-tequila-sunrise-6695cdd3da10a.webp,cocktail_images\tequila_sunrise.jpg
Vesper,45 ml Gin 15 ml Vodka 7.5 ml Lillet Blanc,Pour all ingredients into cocktail shaker filled with ice cubes. Shake and strain into a chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-vesper-6695cdd43284b.webp,cocktail_images\vesper.jpg
Zombie,45 ml Jamaican dark rum 45 ml Gold Puerto Rican rum 30 ml Demerara Rum 20 ml Fresh lime juice 15 ml Falernum 15 ml Donn’s Mix* 1 tsp Grenadine syrup 1 dash Angostura bitters 6 drops Pernod,Add all ingredients into an electric blender with 170 grams of cracked ice. With pulse bottom blend for a few seconds. Serve in a tall tumbler glass. Note: *Donn’s Mix: 2 parts of fresh yellow grapefruit and 1 part of cinnamon syrup,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-contemporary-classics-zombie-6695cdd6cef05.webp,cocktail_images\zombie.jpg
Bee’s Knees,52.5 ml Dry Gin 2 teaspoons Honey Syrup 22.5 ml Fresh Lemon Juice 22.5 ml Fresh Orange Juice,"Stir honey with lemon and orange juices until it dissolves, add gin and shake with ice. Strain into a chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-bees-knees-6695d397e26c1.webp,cocktail_images\bee_s_knees.jpg
Bramble,50 ml Gin 25 ml Fresh Lemon Juice 12.5 ml Sugar Syrup 15 ml Crème de Mûre,"Pour all ingredients into cocktail shaker except the Crème de Mûre, shake well with ice, strain into chilled old fashioned glass filled with crushed ice, then pour the blackberry liqueur (Crème de Mûre) over the top of the drink, in a circular motion.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-bramble-6695d398036e1.webp,cocktail_images\bramble.jpg
Canchanchara,60 ml Cuban Aguardiente 15 ml Fresh Lime Juice 15 ml Raw Honey 50 ml Water,"Mix honey with water and lime juice and spread the mixture on the bottom and sides of the glass. Add cracked ice, and then the rum. End by energetically stirring from bottom to top.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-canchanchara-6695d39b24d7e.webp,cocktail_images\canchanchara.jpg
Chartreuse Swizzle,45 ml Green Chartreuse 30 ml Fresh Pineapple Juice 22.5 ml Fresh Lime Juice 15 ml Falernum,"Pour all ingredients into a tall glass, add pebble ice. With the help of a swizzle stick (or cocktail spoon) mix vigorously, complete by filling the glass with more pebble ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-chartreuse-swizzle-6695d39b326e0.webp,cocktail_images\chartreuse_swizzle.jpg
Dark ‘N’ Stormy,60 ml Goslings Rum 100 ml Ginger Beer,In a highball glass filled with ice pour the ginger beer and top floating with the Rum.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-dark-n-stormy-6695d39e2bd94.webp,cocktail_images\dark__n__stormy.jpg
Don’s Special Daiquiri,30 ml Gold Jamaican Rum 15 ml Cuban Rum 15 ml Passion Fruit Syrup 15 ml Fresh lime juice 15 ml Honey Syrup,Blend for a few seconds in a milkshake mixer with  crushed ice and pour into a footed copo glass. Fill the glass with more crushed ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-dons-special-daiquiri-6695d39e89fd7.webp,cocktail_images\don_s_special_daiquiri.jpg
Espresso Martini,50 ml Vodka 30 ml Kahlúa 10 ml Sugar Syrup 1 strong Espresso,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-espresso-martini-6695d3a172fd3.webp,cocktail_images\espresso_martini.jpg
Fernandito,50 ml Fernet Branca Fill up with Cola,"Pour the Fernet Branca into a double old fashioned glass with ice, fill the glass up with Cola. Gently stir.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-fernandito-6695d3a1a3586.webp,cocktail_images\fernandito.jpg
French Martini,45 ml Vodka 15 ml Raspberry Liqueur 15 ml Fresh Pineapple Juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-french-martini-6695d3a4acf5f.webp,cocktail_images\french_martini.jpg
Gin Basil Smash,60ml Gin 22.5 ml Freshly Squeezed Lemon Juice 22.5 ml Sugar Syrup 10 pcs Italian Basil leaves,Add all ingredients into shaker with ice. Shake vigorously and pour into chilled cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-gin-basil-smash-6695d3a4c0967.webp,cocktail_images\gin_basil_smash.jpg
Grand Margarita,45 ml Tequila 100% agave 30 ml  Grand Marnier 15 ml Fresh Lime Juice,Rim the rock glass with good quality sea salt. Pour the ingredients into the  shaker. Add ice to both glass and shaker. Shake hard for 10 seconds. Strain the drink into the glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-tommys-margarita-6695d3c7171ef.webp,cocktail_images\grand_margarita.jpg
IBA Tiki,30 ml Ron Profundo Havana Club 30 ml Ron Smoky Havana Club 15 ml Licor Amaretto 5 ml Licor Frangelico 5 drops Maraschino Luxardo 30 ml Passion Fruit Puree 90 Fresh Pineapple Juice 30 Fresh Lime Juice 1 pc Gengibre Slice,"In a cocktail shaker muddle a thin slice of Gengibre, Pour all other ingredients. Shake vigorously with ice. Strain into a chilled Tiki glass filled with pebbled ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-iba-tiki-6695d3a7e33fd.webp,cocktail_images\iba_tiki.jpg
Illegal,30 ml Espadin Mezcal 15 ml Jamaica Overproof White Rum 15 ml Falernum 1 Bar Spoon Maraschino Luxardo 22.5 ml Fresh Lime Juice 15 ml Simple Syrup Few Drops of Egg White (Optional),"Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled cocktail glass, or “on the rocks” in a traditional clay or terracotta mug.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-illegal-6695d3a7de51f.webp,cocktail_images\illegal.jpg
Jungle Bird,45 ml Blackstrap rum 22.5 ml Campari 45 ml Pineapple juice 15 ml Freshly Squeezed Lime juice 15 ml Demerara sugar syrup,Pour all ingredients into a shaker with ice and shake. Strain into a rocks glass filled with ice.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-jungle-bird-6695d3ab45a87.webp,cocktail_images\jungle_bird.jpg
Missionary’s Downfall,30 ml White rum 15 ml Peach Brandy 15 ml Fresh lime juice 30 ml Honey Mix 10 pcs Mint Leaves 3 to 4 pcs Pineapple Chunks,Blend all the ingredients with half cup of crushed ice. Serve it in a Coppa grande.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-missionarys-downfall-6695d3ab4d4c5.webp,cocktail_images\missionary_s_downfall.jpg
Naked and Famous,22.5 ml Mezcal 22.5 ml Yellow Chartreuse 22.5 ml Aperol 22.5 ml Fresh Lime Juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-naked-and-famous-6695d3ae8e1dc.webp,cocktail_images\naked_and_famous.jpg
New York Sour,60 ml Rye Whiskey or Bourbon 22.5 ml Simple syrup 30 ml Fresh lemon juice Few Drops of Egg White 15 ml Red wine (Shiraz or Malbech),Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled rocks glass filled with ice. Float the wine on top.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-new-york-sour-6695d3ae88cd2.webp,cocktail_images\new_york_sour.jpg
Old Cuban,6/8 pcs Mint Leaves 45 ml Aged Rum 22.5 ml Fresh Lime Juice 30 ml Simple Syrup 2 Dashes Angostura Bitters 60 ml Brut Champagne or Prosecco,"Pour all ingredients into cocktail shaker except the wine, shake well with ice, strain into chilled elegant cocktail glass. Top up with the sparkling wine.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-old-cuban-6695d3b18c692.webp,cocktail_images\old_cuban.jpg
Paloma,50 ml 100% Agave Tequila 5 ml Fresh lime A pinch of Salt 100 ml Pink Grapefruit Soda,"Poor the tequila into a highball glass, squeeze the lime juice. Add ice and salt, fill up pink grapefruit soda. Stir gently.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-paloma-6695d3b19cda4.webp,cocktail_images\paloma.jpg
Paper Plane,30 ml Bourbon Whiskey 30 ml Amaro Nonino 30 ml Aperol 30 ml Fresh Lemon Juice,"Pour all ingredients into cocktail shaker, shake well with ice, strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-paper-plane-6695d3b4745eb.webp,cocktail_images\paper_plane.jpg
Penicillin,60 ml Blended scotch whisky 7.5 ml Lagavulin 16y 22.5 ml Fresh lemon juice 22.5 ml Honey syrup 2-3 quarter size sliced fresh ginger,Muddle fresh ginger in a shaker and add the remaining ingredients except for the Islay single malt whisky. Fill the shaker with ice and shake. Fine train into a chilled Old Fashioned glass with ice. Float the single malt whisky on top.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-penicillin-6695d3b47b79f.webp,cocktail_images\penicillin.jpg
Pisco Punch,60 ml Pisco 22.5 ml Fresh Pineapple Juice 15 ml Simple Syrup 15 ml Fresh Lemon Juice 30 ml Dry White Wine 3 pcs Cloves,"Gentle mash the simple syrup with the cloves, add the remaining ingredients except the wine. Shake vigorously and double strain into a large goblet. Add the wine on top and gently stir.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-pisco-punch-6695d3b74b9f5.webp,cocktail_images\pisco_punch.jpg
Porn Star Martini,50 ml Vanilla Vodka 20 ml Passion Fruit Liqueur 50 ml Passion Fruit Puree 2 Bar Spoons Vanilla Sugar 50 ml Champagne to serve on the side,"Pour all ingredients into cocktail shaker, shake well with ice, double strain into a large chilled cocktail glass. Accompany with a shot of champagne.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-porn-star-martini-6695d3b771b97.webp,cocktail_images\porn_star_martini.jpg
Russian Spring Punch,25 ml Vodka 25 ml Fresh Lemon Juice 15 ml Creme de Cassis 10 ml Sugar Syrup Top up with Sparkling Wine,"Pour all ingredients into cocktail shaker except the sparkling wine, shake well with ice, strain into chilled tall tumbler glass filled with ice and top up with sparkling wine.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-russian-spring-punch-6695d3ba314f1.webp,cocktail_images\russian_spring_punch.jpg
Sherry Cobbler,45 ml Amontillado sherry 45 ml Palo Cortado 1 tsp Superfine Sugar (or granulated) 1/2  Orange Wheel 1/2  Lemon Wheel,"Combine sherry, sugar and 2 quarter wheels each of orange and lemon in a shaker with ice, shake briskly, strain into a Julep cocktail cup filled with crushed ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-sherry-cobbler-6695d3ba8bdb7.webp,cocktail_images\sherry_cobbler.jpg
South Side,60 ml London dry Gin 30 ml Fresh Lemon  Juice 15 ml Simple syrup 5/6 Mint leaves Few drops Egg white (Optional),"Pour all ingredients into a cocktail shaker, shake well with ice, double-strain into chilled cocktail glass. Note: If egg white is used shake vigorously.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-south-side-6695d3bdcc9fe.webp,cocktail_images\south_side.jpg
Spicy Fifty,50 ml Vodka Vanilla 15 ml Elderflower Cordial 15 ml Fresh Lime Juice 10 ml Monin Honey Syrup 2 thin Slices Red Chili Pepper,"Pour all ingredients into a cocktail shaker, shake well with ice, double-strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-spicy-fifty-6695d3bdd14b1.webp,cocktail_images\spicy_fifty.jpg
Spritz,90 ml Prosecco 60 ml Aperol Splash of Soda water,"Build all ingredients into a wine glass filled with ice. Stir gently. NOTE: There are other versions of the Spritz that use Campari, Cynar or Select instead of Aperol.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-spritz-6695d3c0f113f.webp,cocktail_images\spritz.jpg
Suffering Bastard,30 ml Cognac or Brandy 30 ml Gin 15 ml Fresh Lime Juice 2 Dashes Angostura Bitters Top up Ginger beer,"Pour all ingredients into cocktail shaker except the ginger beer, shake well with ice. Pour unstrained into a Collins glass or in the original. S. Bastard mug and top up with ginger beer.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-suffering-bastard-6695d3c1081c4.webp,cocktail_images\suffering_bastard.jpg
Three Dots and a Dash,45 ml Rhum Martinique Agricole 15 ml Blended Aged Rum 7.5 ml Falernum 7.5 ml Allspice Saint Elizabeth15 ml Fresh Lime Juice 15 ml Fresh Orange juice 15 ml Honey Syrup 2 Dashes Angostura Bitters,"Pour all ingredients in a Blender with 12 ounces of crushed ice, flash blend, pour the drink into a footed copo glass. Fill the glass with more crushed ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-three-dots-and-a-dash-6695d3c3e2d24.webp,cocktail_images\three_dots_and_a_dash.jpg
Tipperary,50 ml Irish Whiskey 25 ml Sweet Red Vermouth 15 ml Green Chartreuse 2 Dashes Angostura Bitters,Pour all ingredients into mixing glass with ice cubes. Stir well. Strain into chilled martini cocktail glass.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-tipperary-6695d3c453fd3.webp,cocktail_images\tipperary.jpg
Tommy’s Margarita,60 ml Tequila 100% agave 30 ml Fresh Lime Juice 30 ml Agave Nectar,"Pour all ingredients into a cocktail shaker, shake well with ice, strain into chilled rocks glass filled with ice.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-tommys-margarita-6695d3c7171ef.webp,cocktail_images\tommy_s_margarita.jpg
Trinidad Sour,45 ml Angostura Bitters 30 ml Orgeat Syrup 22.5 ml Fresh Lemon Juice 15 ml Rye Whiskey,"Pour all ingredients into a cocktail shaker, shake well with ice. Strain into chilled cocktail glass.",Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-trinidad-sour-6695d3c794a43.webp,cocktail_images\trinidad_sour.jpg
Ve.N.To,45 ml White Smooth Grappa 22.5 ml Fresh lemon Juice 15 ml Honey mix (replace water with chamomile)* 15 ml Chamomile cordial Few Drops of Egg White (Optional),Pour all ingredients into the shaker. Shake vigorously with ice. Strain into a chilled small tumbler glass filled with ice. NOTE: *If desired water can be replaced by chamomile infusion in the honey mix.,Standard Glass,IBA Official,Global,https://iba-world.com/wp-content/uploads/2024/07/iba-cocktail-new-era-vento-6695d3ca45bc2.webp,cocktail_images\ve_n_to.jpg
